1.000000000000000000e+00,0.000000000000000000e+00
9.980267284282715590e-01,6.279051952931337388e-02
9.921147013144778759e-01,1.253332335643042583e-01
9.822872507286887211e-01,1.873813145857246010e-01
9.685831611286310761e-01,2.486898871648547948e-01
9.510565162951535312e-01,3.090169943749473958e-01
9.297764858882514583e-01,3.681245526846779192e-01
9.048270524660194658e-01,4.257792915650727150e-01
8.763066800438635839e-01,4.817536741017153235e-01
8.443279255020150753e-01,5.358267949789966567e-01
8.090169943749474513e-01,5.877852522924731371e-01
7.705132427757892533e-01,6.374239897486896345e-01
7.289686274214115524e-01,6.845471059286886151e-01
6.845471059286887261e-01,7.289686274214115524e-01
6.374239897486896345e-01,7.705132427757892533e-01
5.877852522924732481e-01,8.090169943749473402e-01
5.358267949789966567e-01,8.443279255020150753e-01
4.817536741017152124e-01,8.763066800438636950e-01
4.257792915650726595e-01,9.048270524660195768e-01
3.681245526846780858e-01,9.297764858882513472e-01
3.090169943749474513e-01,9.510565162951535312e-01
2.486898871648549614e-01,9.685831611286310761e-01
1.873813145857247120e-01,9.822872507286886101e-01
1.253332335643042583e-01,9.921147013144778759e-01
6.279051952931351266e-02,9.980267284282715590e-01
6.123233995736766036e-17,1.000000000000000000e+00
-6.279051952931340164e-02,9.980267284282715590e-01
-1.253332335643043693e-01,9.921147013144777649e-01
-1.873813145857248230e-01,9.822872507286886101e-01
-2.486898871648546283e-01,9.685831611286311871e-01
-3.090169943749473402e-01,9.510565162951536422e-01
-3.681245526846779748e-01,9.297764858882513472e-01
-4.257792915650727705e-01,9.048270524660194658e-01
-4.817536741017153790e-01,8.763066800438634729e-01
-5.358267949789967677e-01,8.443279255020149643e-01
-5.877852522924730261e-01,8.090169943749474513e-01
-6.374239897486896345e-01,7.705132427757892533e-01
-6.845471059286887261e-01,7.289686274214115524e-01
-7.289686274214113304e-01,6.845471059286888371e-01
-7.705132427757891422e-01,6.374239897486898565e-01
-8.090169943749473402e-01,5.877852522924732481e-01
-8.443279255020150753e-01,5.358267949789966567e-01
-8.763066800438634729e-01,4.817536741017156010e-01
-9.048270524660193548e-01,4.257792915650728816e-01
-9.297764858882513472e-01,3.681245526846781413e-01
-9.510565162951535312e-01,3.090169943749475068e-01
-9.685831611286310761e-01,2.486898871648547948e-01
-9.822872507286887211e-01,1.873813145857245455e-01
-9.921147013144777649e-01,1.253332335643045359e-01
-9.980267284282715590e-01,6.279051952931358205e-02
-1.000000000000000000e+00,1.224646799147353207e-16
-9.980267284282715590e-01,-6.279051952931333225e-02
-9.921147013144778759e-01,-1.253332335643043138e-01
-9.822872507286886101e-01,-1.873813145857247675e-01
-9.685831611286310761e-01,-2.486898871648550169e-01
-9.510565162951534202e-01,-3.090169943749477288e-01
-9.297764858882512362e-01,-3.681245526846783633e-01
-9.048270524660194658e-01,-4.257792915650727150e-01
-8.763066800438636950e-01,-4.817536741017149904e-01
-8.443279255020151863e-01,-5.358267949789964346e-01
-8.090169943749474513e-01,-5.877852522924730261e-01
-7.705132427757892533e-01,-6.374239897486896345e-01
-7.289686274214115524e-01,-6.845471059286887261e-01
-6.845471059286889481e-01,-7.289686274214113304e-01
-6.374239897486896345e-01,-7.705132427757893643e-01
-5.877852522924732481e-01,-8.090169943749473402e-01
-5.358267949789963236e-01,-8.443279255020152974e-01
-4.817536741017153235e-01,-8.763066800438635839e-01
-4.257792915650721599e-01,-9.048270524660197989e-01
-3.681245526846777527e-01,-9.297764858882514583e-01
-3.090169943749475623e-01,-9.510565162951535312e-01
-2.486898871648552944e-01,-9.685831611286309650e-01
-1.873813145857246287e-01,-9.822872507286887211e-01
-1.253332335643046191e-01,-9.921147013144777649e-01
-6.279051952931319347e-02,-9.980267284282715590e-01
-1.836970198721029688e-16,-1.000000000000000000e+00
6.279051952931283265e-02,-9.980267284282715590e-01
1.253332335643042306e-01,-9.921147013144778759e-01
1.873813145857242679e-01,-9.822872507286887211e-01
2.486898871648549614e-01,-9.685831611286310761e-01
3.090169943749472292e-01,-9.510565162951536422e-01
3.681245526846783078e-01,-9.297764858882512362e-01
4.257792915650726595e-01,-9.048270524660195768e-01
4.817536741017157120e-01,-8.763066800438633619e-01
5.358267949789959905e-01,-8.443279255020155194e-01
5.877852522924729151e-01,-8.090169943749475623e-01
6.374239897486893014e-01,-7.705132427757895863e-01
6.845471059286886151e-01,-7.289686274214115524e-01
7.289686274214113304e-01,-6.845471059286889481e-01
7.705132427757893643e-01,-6.374239897486896345e-01
8.090169943749473402e-01,-5.877852522924732481e-01
8.443279255020152974e-01,-5.358267949789963236e-01
8.763066800438635839e-01,-4.817536741017153235e-01
9.048270524660197989e-01,-4.257792915650722154e-01
9.297764858882514583e-01,-3.681245526846778082e-01
9.510565162951535312e-01,-3.090169943749476178e-01
9.685831611286309650e-01,-2.486898871648553500e-01
9.822872507286887211e-01,-1.873813145857246842e-01
9.921147013144777649e-01,-1.253332335643046747e-01
9.980267284282715590e-01,-6.279051952931326286e-02
3.000000000000000000e+00,0.000000000000000000e+00
2.994080185284814455e+00,1.883715585879401355e-01
2.976344103943433517e+00,3.759997006929127750e-01
2.946861752186066052e+00,5.621439437571738029e-01
2.905749483385893228e+00,7.460696614945643290e-01
2.853169548885460483e+00,9.270509831248421317e-01
2.789329457664754486e+00,1.104373658054033758e+00
2.714481157398058286e+00,1.277337874695218201e+00
2.628920040131590863e+00,1.445261022305146081e+00
2.532983776506045004e+00,1.607480384936990081e+00
2.427050983124842354e+00,1.763355756877419411e+00
2.311539728327367982e+00,1.912271969246068792e+00
2.186905882264234435e+00,2.053641317786065734e+00
2.053641317786066178e+00,2.186905882264234435e+00
1.912271969246068792e+00,2.311539728327367982e+00
1.763355756877419633e+00,2.427050983124841910e+00
1.607480384936990081e+00,2.532983776506045004e+00
1.445261022305145637e+00,2.628920040131591307e+00
1.277337874695217979e+00,2.714481157398058730e+00
1.104373658054034202e+00,2.789329457664754042e+00
9.270509831248423538e-01,2.853169548885460483e+00
7.460696614945648841e-01,2.905749483385893228e+00
5.621439437571741360e-01,2.946861752186065608e+00
3.759997006929127750e-01,2.976344103943433517e+00
1.883715585879405241e-01,2.994080185284814455e+00
1.836970198721029688e-16,3.000000000000000000e+00
-1.883715585879401910e-01,2.994080185284814455e+00
-3.759997006929131080e-01,2.976344103943433517e+00
-5.621439437571744691e-01,2.946861752186065608e+00
-7.460696614945638849e-01,2.905749483385893672e+00
-9.270509831248420207e-01,2.853169548885460927e+00
-1.104373658054033980e+00,2.789329457664754042e+00
-1.277337874695218201e+00,2.714481157398058286e+00
-1.445261022305146081e+00,2.628920040131590419e+00
-1.607480384936990303e+00,2.532983776506045004e+00
-1.763355756877419189e+00,2.427050983124842354e+00
-1.912271969246068792e+00,2.311539728327367982e+00
-2.053641317786066178e+00,2.186905882264234435e+00
-2.186905882264233991e+00,2.053641317786066622e+00
-2.311539728327367538e+00,1.912271969246069681e+00
-2.427050983124841910e+00,1.763355756877419633e+00
-2.532983776506045004e+00,1.607480384936990081e+00
-2.628920040131590419e+00,1.445261022305146748e+00
-2.714481157398058286e+00,1.277337874695218645e+00
-2.789329457664754042e+00,1.104373658054034424e+00
-2.853169548885460483e+00,9.270509831248425758e-01
-2.905749483385893228e+00,7.460696614945643290e-01
-2.946861752186066052e+00,5.621439437571735809e-01
-2.976344103943433517e+00,3.759997006929136076e-01
-2.994080185284814455e+00,1.883715585879407461e-01
-3.000000000000000000e+00,3.673940397442059375e-16
-2.994080185284814455e+00,-1.883715585879399967e-01
-2.976344103943433517e+00,-3.759997006929129415e-01
-2.946861752186065608e+00,-5.621439437571742470e-01
-2.905749483385893228e+00,-7.460696614945649952e-01
-2.853169548885460038e+00,-9.270509831248432420e-01
-2.789329457664753598e+00,-1.104373658054035090e+00
-2.714481157398058286e+00,-1.277337874695218201e+00
-2.628920040131591307e+00,-1.445261022305144971e+00
-2.532983776506045448e+00,-1.607480384936989193e+00
-2.427050983124842354e+00,-1.763355756877419189e+00
-2.311539728327367982e+00,-1.912271969246068792e+00
-2.186905882264234435e+00,-2.053641317786066178e+00
-2.053641317786066622e+00,-2.186905882264233991e+00
-1.912271969246068792e+00,-2.311539728327367982e+00
-1.763355756877419633e+00,-2.427050983124841910e+00
-1.607480384936988971e+00,-2.532983776506045892e+00
-1.445261022305146081e+00,-2.628920040131590863e+00
-1.277337874695216424e+00,-2.714481157398059175e+00
-1.104373658054033314e+00,-2.789329457664754486e+00
-9.270509831248426869e-01,-2.853169548885460483e+00
-7.460696614945658833e-01,-2.905749483385892784e+00
-5.621439437571739139e-01,-2.946861752186066052e+00
